# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466374.bam" "SRR24466375.bam" "SRR24466376.bam" "SRR24466389.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466374.bam	SRR24466375.bam	SRR24466376.bam	SRR24466389.bam	SRR24466391.bam
YOR197W	XV	717086	718384	+	1299	2569	2810	2720	7564	3536
YOL104C	XV	116396	117454	-	1059	365	605	638	2263	963
YOR262W	XV	817292	818335	+	1044	1026	1244	1713	2160	1482
YOR167C	XV	648804	649007	-	204	52623	44497	61513	89135	57981
YOL015W	XV	297078	298838	+	1761	441	491	370	735	646
YOR161C	XV	636939	638558	-	1620	4119	3095	2398	13021	7840
YOR393W	XV	1080276	1081589	+	1314	0	0	0	0	1
YOR105W	XV	518195	518521	+	327	46	43	31	58	39
YOR210W	XV	738320	738532	+	213	4462	2794	4143	7391	3053
YOR364W	XV	1023371	1023739	+	369	46	40	36	107	78
YOL087C	XV	155287	158637	-	3351	2626	3826	2336	6620	3913
YOR127W	XV	561170	564193	+	3024	1131	1584	1155	2679	1318
YOR184W	XV	679357	680544	+	1188	10603	9929	8493	38020	15383
YOR150W	XV	611999	612490	+	492	1505	1648	1436	4900	2087
YOR179C	XV	671845	672411	-	567	792	790	1094	1840	1038
YOR340C	XV	959202	960182	-	981	522	580	756	1265	1271
YOR354C	XV	1001147	1003225	-	2079	1194	1442	1070	3737	2130
YOR217W	XV	749301	751886	+	2586	1636	1571	1423	3878	2076
YOR298W	XV	875599	877038	+	1440	206	146	154	263	171
YOL006C	XV	313078	315387	-	2310	2157	2280	1598	4243	1957
YOR259C	XV	812395	813708	-	1314	2901	4310	2472	13425	5254
YOR318C	XV;XV	911784;912433	912085;912436	-;-	306	330	353	326	439	267
YOR320C	XV	913619	915094	-	1476	3254	4033	3037	5077	3282
YOR222W	XV	758330	759253	+	924	6541	8964	9466	19166	11357
YOL165C	XV	1647	2078	-	432	0	6	2	10	2
YOL007C	XV	311342	312367	-	1026	1383	2052	1539	2389	1698
YOR307C	XV	892731	894092	-	1362	2098	2679	2252	4968	3313
YOL051W	XV	234940	238185	+	3246	1448	2062	1493	3954	2201
YOR091W	XV	493433	494470	+	1038	558	604	653	2335	1494
YOR079C	XV	473475	474416	-	942	1077	1413	1315	2110	1354
YOL022C	XV	280272	281498	-	1227	1196	1260	1787	2869	2248
YOR278W	XV	842817	843644	+	828	423	553	516	1538	943
YOR024W	XV	377847	378170	+	324	0	0	0	0	5
YOL148C	XV	45760	47574	-	1815	771	1395	968	2524	1366
YOL078W	XV	181682	185212	+	3531	644	967	644	1400	864
tP(UGG)O3	XV;XV	980683;980752	980718;980787	+;+	72	70	36	61	20	38
YOR089C	XV	490196	490828	-	633	6359	4452	4996	11521	4717
YOL098C	XV	132725	135838	-	3114	2086	2887	2158	5826	2804
YOR171C	XV	652010	653884	-	1875	1339	1601	1193	3732	2070
YOL089C	XV	150398	153490	-	3093	624	893	680	1677	802
YOL150C	XV	44473	44784	-	312	18	29	27	50	53
YOR095C	XV	503552	504328	-	777	898	607	1134	1805	1488
YOL146W	XV	48864	49448	+	585	1669	1110	1580	2142	1029
YOR224C	XV	760825	761265	-	441	2505	2513	2974	6830	3957
YOR302W	XV	882765	882842	+	78	1344	1719	1765	2008	1752
YOR286W	XV	850280	850729	+	450	1250	1374	1242	4423	2320
YOR046C	XV	414459	415907	-	1449	2551	2419	2363	9011	4164
tG(CCC)O	XV	594354	594425	-	72	200	141	141	77	124
YOR388C	XV	1071793	1072923	-	1131	8	5	8	8	0
YOR228C	XV	766869	767777	-	909	417	638	403	1884	803
YOL112W	XV	106710	108188	+	1479	1371	1919	1736	3117	1582
YOR141C	XV	589942	592587	-	2646	745	1213	901	3112	1591
YOL131W	XV	73031	73357	+	327	0	7	2	24	7
YOR049C	XV	422668	423732	-	1065	291	199	121	1747	825
YOL143C	XV	54595	55104	-	510	5650	6715	5909	28999	8200
YOR172W	XV	654210	656570	+	2361	737	1112	924	2310	1329
YOR149C	XV	609838	611388	-	1551	1025	1810	1346	1795	1151
YOL164W	XV	6175	8115	+	1941	672	984	989	2027	1249
YOR011W	XV	349679	353863	+	4185	836	1015	858	1739	856
YOR071C	XV	459480	461276	-	1797	743	1003	766	1706	823
YOR022C	XV	373710	375857	-	2148	620	884	662	1637	874
YOR125C	XV	559030	559731	-	702	1510	1427	1293	3992	2140
YOL141W	XV	56452	58539	+	2088	42	62	49	77	56
YOR101W	XV	515244	516173	+	930	521	406	533	1634	1409
YOR263C	XV	818757	819164	-	408	0	0	0	2	0
YOR383C	XV	1060441	1061055	-	615	628	608	411	1204	555
YOR056C	XV	430247	431626	-	1380	787	749	908	1962	1567
YOL075C	XV	189658	193542	-	3885	585	668	524	1315	778
YOR073W-A	XV	467390	467623	+	234	0	0	1	0	0
YOR246C	XV	795801	796793	-	993	4175	3229	4960	7518	4214
YOR042W	XV	408425	409660	+	1236	1767	2380	1546	8788	3804
YOR236W	XV	780906	781541	+	636	568	659	643	1714	1111
YOR183W	XV	678872	679261	+	390	7	11	14	7	8
YOR176W	XV	662401	663582	+	1182	1599	1743	1117	7466	3097
YOR238W	XV	783677	784588	+	912	483	750	656	1766	970
YOR367W	XV	1026007	1026609	+	603	1490	1651	1228	4125	1943
YOR297C	XV	874743	875321	-	579	510	613	575	1615	1175
YOR310C	XV	896825	898360	-	1536	1974	2239	2379	4975	3385
YOR063W	XV	444686	445849	+	1164	66612	85482	104512	263611	159323
YOR189W	XV	689624	689974	+	351	1245	1558	1327	3666	2034
YOL129W	XV	77560	78114	+	555	4886	7232	4271	10300	5033
YOR280C	XV	844992	845792	-	801	576	773	630	1938	930
YOR037W	XV	401555	402655	+	1101	732	914	626	2131	1198
YOR090C	XV	491123	492841	-	1719	1251	1879	1327	4486	2398
YOR313C	XV	901858	902874	-	1017	618	346	405	847	398
YOL032W	XV	265429	266169	+	741	4941	3989	2754	21712	5589
YOR158W	XV	632164	633120	+	957	819	1207	790	3423	1904
YOR162C	XV	639560	641992	-	2433	684	1246	794	2647	1349
YOL092W	XV	144204	145130	+	927	3514	3751	4271	5836	4538
YOL061W	XV	212244	213734	+	1491	1598	1587	2154	4297	2595
YOR232W	XV	774573	775259	+	687	7475	6475	6370	16110	8130
YOR219C	XV	752214	755009	-	2796	3979	5158	3338	7564	3584
YOR182C	XV;XV	678191;678791	678379;678793	-;-	192	49095	39030	46327	60619	42380
YOL099C	XV	132017	132508	-	492	52	25	47	93	47
YOR294W	XV	868340	868951	+	612	404	462	476	741	635
YOR288C	XV	852121	853077	-	957	2628	2728	1643	5858	2513
YOR110W	XV	528941	530248	+	1308	790	1010	632	2434	1308
YOR040W	XV	407064	407921	+	858	398	541	423	1148	494
YOL083W	XV	165714	166952	+	1239	394	488	249	1289	599
YOL136C	XV	67561	68754	-	1194	1064	3026	2015	4438	2205
YOL130W	XV	74400	76979	+	2580	839	1126	1024	1995	1198
YOL021C	XV	282421	285426	-	3006	934	1384	1061	2664	1393
YOR282W	XV	847000	847320	+	321	0	0	2	2	0
YOL077W-A	XV	185438	185644	+	207	21310	12962	16844	18613	13523
YOR319W	XV	912822	913463	+	642	2592	1819	2815	4402	1996
YOR030W	XV	386825	388684	+	1860	832	1193	937	1891	1189
YOR291W	XV	861175	865593	+	4419	2084	2197	1548	4118	2173
YOL077C	XV	185848	186723	-	876	1852	1471	2439	3848	3189
YOR390W	XV	1076784	1077911	+	1128	317	336	319	466	354
YOL052C-A	XV	231570	231755	-	186	1039	1558	395	7854	4165
YOR123C	XV	553176	554570	-	1395	2042	3038	2118	8130	4419
YOR013W	XV	356751	357221	+	471	75	135	104	233	140
YOR249C	XV	798674	800731	-	2058	1187	1278	967	2686	1675
YOR362C	XV	1017880	1018746	-	867	3386	4841	3283	16090	6874
YOL058W	XV	219211	220473	+	1263	29401	27093	35543	101520	64545
YOR143C	XV	601383	602342	-	960	1767	1096	1477	2631	1412
YOR347C	XV	984942	986462	-	1521	918	1156	705	5404	3177
YOL157C	XV	22525	24294	-	1770	483	265	458	977	421
YOL057W	XV	220767	222902	+	2136	1963	2415	1887	5326	2351
YOR321W	XV	916030	918291	+	2262	1436	1749	1238	2772	1441
YOR015W	XV	359993	360352	+	360	681	675	624	1896	819
YOR111W	XV	530429	531127	+	699	616	734	682	1666	922
YOL008W	XV	310312	310935	+	624	513	639	530	2059	1008
YOR279C	XV	843698	844630	-	933	1032	786	839	1604	1006
YOR394C-A	XV	1084202	1084369	-	168	8	3	0	26	4
YOR180C	XV	674352	675167	-	816	728	539	599	1149	726
YOL055C	XV	224420	226075	-	1656	514	868	653	1741	835
snR5	XV	842403	842606	+	204	985	730	881	1232	1797
YOL139C	XV	60383	61024	-	642	10342	7856	9068	24063	11446
YOR287C	XV	850937	851839	-	903	712	396	659	676	533
YOR198C	XV	718653	720065	-	1413	5626	6085	4977	20616	9951
YOR053W	XV	427817	428158	+	342	24	47	42	46	51
YOL054W	XV	228614	229834	+	1221	273	530	339	797	468
YOR012W	XV	356543	356956	+	414	65	126	46	194	106
YOL118C	XV	96608	96916	-	309	25	25	10	54	37
YOR034C	XV	394837	397086	-	2250	751	879	669	1713	853
YOR374W	XV	1039840	1041399	+	1560	1623	1074	717	12521	7643
YOR018W	XV	364369	366882	+	2514	1068	1306	800	2330	1237
YOL084W	XV	162356	165331	+	2976	2316	860	485	3537	1540
YOR314W	XV	903043	903372	+	330	23	18	20	11	13
YOR050C	XV	424270	424617	-	348	23	23	21	105	41
YOR391C	XV	1078545	1079258	-	714	82	65	72	105	34
YOR327C	XV	930734	931081	-	348	2235	3394	2229	7339	4283
YOR352W	XV	997213	998244	+	1032	650	788	483	2199	1311
YOR348C	XV	986899	988782	-	1884	119	134	79	417	369
YOL115W	XV	101475	103229	+	1755	750	1041	765	3034	1691
YOR066W	XV	449436	451325	+	1890	841	1118	773	2441	1074
YOR072W-A	XV	461791	462039	+	249	47	64	40	91	89
YOL096C	XV	138107	139045	-	939	514	670	388	2014	1063
tM(CAU)O2	XV	976421	976493	+	73	16	7	20	23	10
YOR020C	XV	370524	370844	-	321	36889	26273	24059	115981	30577
YOR133W	XV	575098	577626	+	2529	4578	4994	6082	19902	9121
YOR356W	XV	1007221	1009116	+	1896	1141	1245	941	3617	1767
YOR208W	XV	733925	736177	+	2253	796	982	804	2020	916
YOR357C	XV	1009224	1009712	-	489	3639	2550	2969	7384	3259
YOR277C	XV	841515	841823	-	309	21	13	18	22	21
YOR276W	XV	841333	841818	+	486	14574	9655	14015	21282	12353
YOR247W	XV	797676	798308	+	633	6080	9299	10700	12303	7319
snR50	XV	259489	259578	+	90	209	153	237	222	208
YOL047C	XV;XV	241614;242505	242441;242747	-;-	1071	39	43	28	47	26
YOR221C	XV	756476	757558	-	1083	785	1537	1157	3468	1728
YOR344C	XV	977194	978069	-	876	4025	4056	3595	16430	5671
YOR269W	XV	826385	827869	+	1485	449	718	708	1630	719
YOR152C	XV	617518	618288	-	771	913	1063	624	1372	786
YOR103C	XV	516449	516841	-	393	11951	6517	9361	15236	7257
YOR377W	XV	1046226	1047803	+	1578	933	1479	924	2846	1289
YOR129C	XV	566877	569558	-	2682	510	666	691	1450	914
YOL038C-A	XV	254926	255021	-	96	3703	4859	2672	2015	2124
YOR156C	XV	628360	630540	-	2181	273	532	360	1087	571
YOR329C	XV	936731	939349	-	2619	1553	2316	1707	4472	2020
YOR351C	XV	995018	996511	-	1494	9	8	10	12	4
YOL040C	XV	253149	253577	-	429	21390	22861	26560	66557	39461
YOL159C-A	XV	15233	15505	-	273	532	447	452	741	542
YOR051C	XV	424846	426084	-	1239	2123	2832	2464	6763	3419
YOR003W	XV	331455	332891	+	1437	464	721	508	1214	652
YOR064C	XV	446079	446738	-	660	1721	1443	1650	3528	1724
YOR073W	XV	464771	466543	+	1773	958	792	842	2050	1212
YOR201C	XV	720470	721708	-	1239	1195	1638	1681	3232	2021
YOR065W	XV	447439	448368	+	930	1668	1766	1230	6521	3253
YOR186W	XV	683111	683545	+	435	86	73	36	355	81
YOR045W	XV	413852	414037	+	186	4453	3320	4063	6498	4353
YOL018C	XV	290881	292074	-	1194	696	934	704	2122	1214
YOL133W	XV	70325	70690	+	366	1043	1151	947	2631	1365
YOR087W	XV	487707	489734	+	2028	2319	2775	2046	4846	2656
YOL028C	XV	270633	271370	-	738	215	349	374	708	407
YOL086C	XV	159548	160594	-	1047	100843	157613	119618	517521	197285
YOL108C	XV	111431	111886	-	456	1911	1214	1465	4071	1719
YOL023W	XV	278056	280086	+	2031	583	930	666	1404	749
YOR011W-A	XV	355652	355858	+	207	4	5	5	0	4
YOR165W	XV	644566	646896	+	2331	1890	2796	2261	6112	3478
YOL068C	XV	200368	201879	-	1512	1898	2728	2403	4799	2828
YOR138C	XV	584309	586324	-	2016	1242	1854	1172	4287	1920
YOR016C	XV	360461	361084	-	624	2007	1974	1885	3878	2245
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	12923	14856	17214	34652	23653
YOL126C	XV	81787	82920	-	1134	1787	2115	2536	10007	5172
YOR235W	XV	779870	780184	+	315	28	25	6	11	23
YOR080W	XV	474594	476792	+	2199	1061	1151	1041	2182	1257
YOR169C	XV	651376	651840	-	465	8	3	9	40	14
YOR028C	XV	383533	384420	-	888	1190	309	332	1707	1050
YOR225W	XV	761392	761721	+	330	0	2	7	28	16
YOR108C-A	XV	524605	524814	-	210	11	7	6	5	11
YOR109W	XV	525278	528601	+	3324	1125	1804	1085	3914	2061
YOL093W	XV	142815	143696	+	882	402	530	472	1187	825
YOR147W	XV	606607	608475	+	1869	1819	2005	1875	4354	2555
YOR218C	XV	751476	751895	-	420	12	8	2	10	7
YOR254C	XV	805032	807023	-	1992	8380	8229	8075	12545	7104
YOL080C	XV	180558	181427	-	870	204	172	199	411	293
YOR161W-B	XV	637975	638235	+	261	2	15	13	33	9
tY(GUA)O	XV;XV	288192;288245	288230;288280	+;+	75	0	1	2	1	3
YOR136W	XV	580250	581359	+	1110	6963	6965	4229	36629	13239
tR(ACG)O	XV	340299	340371	-	73	4	2	0	1	0
YOR192C-C	XV	703988	704224	-	237	125	93	86	213	59
YOR205C	XV	725564	727234	-	1671	474	563	503	1018	720
YOR200W	XV	720417	720815	+	399	0	5	1	4	7
YOR305W	XV	889022	889750	+	729	2363	1417	2523	3928	1847
YOR195W	XV	712866	715331	+	2466	3704	2319	2972	5918	3020
YOL123W	XV	87844	89448	+	1605	8699	6469	6517	20144	8339
YOR097C	XV	506978	507505	-	528	1279	1788	1313	2606	1852
YOL083C-A	XV	166461	166601	-	141	5	6	3	14	6
YOL086W-A	XV	159173	159445	+	273	3311	1335	2612	4022	2037
YOR337W	XV	954344	956623	+	2280	1130	1922	2825	2523	1647
YOL100W	XV	129237	132482	+	3246	1605	2477	1574	4309	2009
YOR289W	XV	853357	854112	+	756	10645	9748	6938	12592	6453
YOR255W	XV	807271	808107	+	837	4	8	2	28	3
YOR304W	XV	884514	887876	+	3363	1791	2280	1573	4556	2311
YOL163W	XV	9597	10106	+	510	29	58	22	120	71
YOR077W	XV	471899	472597	+	699	218	335	207	600	342
YOR074C	XV	466675	467589	-	915	717	553	581	2066	1127
YOR117W	XV	545029	546333	+	1305	3911	5144	3800	11578	5792
YOR055W	XV	429478	429912	+	435	4	0	0	0	0
YOL166W-A	XV	585	740	+	156	0	0	0	0	0
YOL066C	XV	202696	204471	-	1776	478	686	564	1684	793
YOR396W	XV	1085473	1090863	+	5391	0	0	2	5	1
YOR161C-C	XV	639121	639267	-	147	4	2	4	13	6
tV(AAC)O	XV	663812	663885	-	74	268	174	179	90	121
YOR151C	XV	612997	616671	-	3675	3833	4669	3840	10134	5083
YOR187W	XV	684030	685343	+	1314	3683	3510	3124	13208	5851
YOL001W	XV	325249	326130	+	882	759	1251	792	1896	1102
YOR005C	XV	334509	337343	-	2835	570	684	505	1774	868
YOR199W	XV	720181	720510	+	330	8	12	17	12	1
YOR355W	XV	1005137	1006705	+	1569	2984	3053	2909	6144	3377
YOR290C	XV	855147	860258	-	5112	2554	3848	2568	7414	3639
YOR396C-A	XV	1090015	1090497	-	483	0	0	0	0	0
YOR047C	XV	416347	417681	-	1335	2022	2829	1941	6969	3677
YOL014W	XV	299693	300067	+	375	957	256	598	2701	1009
YOR244W	XV	792531	793868	+	1338	1021	1419	1094	3391	1962
YOL102C	XV	125997	126689	-	693	1417	1045	1468	2396	1348
YOL060C	XV	214017	216137	-	2121	3600	4321	3219	8376	3540
YOL041C	XV	251267	252646	-	1380	1143	1165	1221	2896	2191
YOL116W	XV	99809	100957	+	1149	926	752	668	2583	1316
YOR353C	XV	998453	1000828	-	2376	954	1139	859	2595	1380
YOR299W	XV	878435	880675	+	2241	1649	2013	1365	4731	1956
YOR366W	XV	1025256	1025609	+	354	128	128	108	224	136
tD(GUC)O	XV	571958	572029	+	72	1271	1075	1039	486	985
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	148271	86318	168674	171893	107902
YOR148C	XV	608640	609197	-	558	3251	2616	3367	3645	2131
YOR301W	XV	880965	882272	+	1308	401	604	547	1821	840
YOR257W	XV	811008	811493	+	486	1596	2746	1953	4954	2841
YOR135C	XV	580159	580500	-	342	4	8	8	2	2
YOR032W-A	XV	392176	392376	+	201	34	32	12	102	36
YOR223W	XV	759782	760660	+	879	1268	1075	1178	2899	1684
YOR076C	XV	469377	471620	-	2244	836	914	652	2325	942
YOR231C-A	XV	773163	773363	-	201	1	2	0	3	0
YOR316C-A	XV	907726	907935	-	210	25	22	17	57	29
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	5	2	4	11	16
YOR061W	XV	441534	442553	+	1020	1967	2277	1803	5613	3365
YOR025W	XV	378219	379562	+	1344	1475	1981	1310	4504	2020
YOR371C	XV	1031489	1034182	-	2694	473	927	633	1298	713
YOL140W	XV	58759	60030	+	1272	1949	1796	1895	6666	3465
YOL062C	XV	210520	211995	-	1476	1726	2353	2012	5572	2840
YOR292C	XV	865653	866582	-	930	1135	1673	1009	3375	1499
tG(UCC)O	XV	110962	111033	-	72	4	2	2	12	6
YOR027W	XV	381053	382822	+	1770	25648	42158	22753	159897	33470
tT(AGU)O2	XV	354041	354113	-	73	33	13	28	10	9
YOR142W-B	XV	595112	600380	+	5269	63	78	130	326	135
YOR192C-A	XV	708416	709732	-	1317	0	0	0	0	0
YOL103W-B	XV	118000	123268	+	5269	422	368	496	1261	437
YOR142W-A	XV	595112	596434	+	1323	0	0	0	0	0
YOR192C-B	XV	704419	709732	-	5314	315	317	323	745	229
YOR343W-B	XV	970578	975891	+	5314	259	492	454	696	378
YOR343W-A	XV	970578	971894	+	1317	0	0	0	0	0
YOL103W-A	XV	118000	119322	+	1323	0	0	0	0	0
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	2906	2596	2255	7588	2895
YGL156W	VII	210416	213667	+	3252	591	871	453	1817	632
YGL015C	VII	465043	465435	-	393	4	22	1	36	9
RME2	VII	141898	144120	-	2223	1208	2221	1725	5086	2698
YGR251W	VII	995639	996229	+	591	278	339	362	584	353
YGR162W	VII	824059	826917	+	2859	1831	2609	2105	4810	3176
tK(UUU)G2	VII;VII	700953;701012	700988;701048	-;-	73	60	38	37	27	47
YGR005C	VII	504657	505859	-	1203	1071	1413	1053	4083	2232
YGL160W	VII	200561	202273	+	1713	3026	3692	2288	5529	3021
snR46	VII	545370	545566	+	197	2702	2049	3149	2647	2040
tD(GUC)G1	VII	531610	531681	+	72	70	35	41	37	42
YGL211W	VII	92512	93591	+	1080	720	871	905	2346	1296
YGR141W	VII	770569	771972	+	1404	1394	1470	1433	2456	1938
YGL239C	VII	49431	49745	-	315	0	0	0	0	0
YGL097W	VII	321782	323230	+	1449	1614	1576	1815	5559	3017
YGR030C	VII	545681	546157	-	477	229	426	356	690	618
YGR224W	VII	942806	944647	+	1842	8	8	0	8	6
YGR142W	VII	772454	773686	+	1233	60259	57380	26065	303957	47391
YGR186W	VII	867774	869981	+	2208	4048	3735	3268	10575	4543
YGR181W	VII	858287	858604	+	318	952	1453	1060	2997	1789
YGL081W	VII	357377	358339	+	963	49	71	43	177	102
YGR082W	VII	644044	644595	+	552	1623	2164	1787	5578	3335
YGL028C	VII	441281	442909	-	1629	4055	6393	4479	7269	4764
YGL021W	VII	454785	457067	+	2283	4803	4881	4348	8044	3547
YGL110C	VII	301537	303411	-	1875	1383	1755	1223	4062	2142
YGR167W	VII	832456	833157	+	702	4146	5874	3487	13379	7588
YGL017W	VII	459854	461365	+	1512	512	600	477	1605	673
tA(UGC)G	VII	794417	794489	+	73	8	13	7	4	7
YGR156W	VII	800546	801823	+	1278	633	806	493	1530	958
YGR291C	VII	1076283	1076504	-	222	2	0	0	4	2
YGR197C	VII	892497	894140	-	1644	1092	1096	917	2256	1181
YGR041W	VII	577487	579130	+	1644	838	1031	812	1341	816
YGL079W	VII	359444	360100	+	657	578	807	693	1681	1124
YGL107C	VII	304333	306273	-	1941	795	1188	893	2477	1498
YGL168W	VII	187464	187796	+	333	27	19	28	30	24
YGL228W	VII	67598	69331	+	1734	5415	7275	4970	10294	5490
YGR183C	VII;VII	859063;859474	859260;859476	-;-	201	12822	5606	10013	19944	8527
YGL050W	VII	405776	406597	+	822	657	810	670	1827	983
YGR273C	VII	1038715	1039239	-	525	1	0	5	2	1
YGR086C	VII	649598	650617	-	1020	11681	11677	7216	48399	23385
YGR228W	VII	949365	949709	+	345	18	16	8	4	15
YGL145W	VII	230243	232348	+	2106	1963	1866	1858	3726	1940
YGR098C	VII	682566	687458	-	4893	1201	1328	1152	2564	1330
YGR074W	VII	635712	636152	+	441	1125	793	1084	2528	1277
YGL098W	VII	317342	318079	+	738	695	941	800	2244	1250
snR7-S	VII	939494	939672	-	179	0	0	0	0	0
YGL096W	VII	325331	326161	+	831	1140	805	582	2165	942
YGR240C-A	VII	974577	974777	-	201	23	18	12	46	30
YGR172C	VII	842845	843591	-	747	2014	2692	2277	4918	2884
YGR194C	VII	886073	887875	-	1803	1435	1575	950	7108	3262
YGL026C	VII	446412	448535	-	2124	6194	7687	8755	22197	11668
YGL213C	VII	90054	91247	-	1194	1140	1391	1045	4342	2083
YGL248W	VII	35653	36762	+	1110	1659	3197	2255	6176	3524
YGL075C	VII	366925	368088	-	1164	262	357	302	965	501
YGL256W	VII	15159	16307	+	1149	1371	1961	1891	3777	1801
YGL012W	VII	472855	474276	+	1422	10523	10632	8789	19871	8603
YGL082W	VII	355827	356972	+	1146	1689	2008	1559	6748	3364
YGR161C	VII	808629	809420	-	792	7932	4457	3719	25426	7962
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	22	15	26	33	41
YGR274C	VII	1039895	1043095	-	3201	1114	1772	1311	2973	1677
YGR031C-A	VII	546809	547300	-	492	2	2	1	27	15
YGL037C	VII	427297	427947	-	651	11223	15287	7104	85272	23448
YGL252C	VII	25718	27484	-	1767	1996	2597	2050	6653	3304
YGL250W	VII	31910	32635	+	726	466	510	407	2009	924
YGR260W	VII	1012485	1014089	+	1605	3464	3340	3219	7082	3956
YGR159C	VII	806412	807656	-	1245	1275	1471	1969	2657	2691
YGR006W	VII	506070	506825	+	756	220	289	193	658	308
YGL121C	VII	280777	281157	-	381	1270	2000	794	2223	941
YGL040C	VII	419527	420555	-	1029	1026	1411	1091	4322	2284
YGR130C	VII	751394	753844	-	2451	3574	3641	1860	12565	5950
YGR021W	VII	527632	528504	+	873	431	470	393	1761	925
YGR097W	VII	678695	682135	+	3441	923	1446	1144	3381	2018
YGL170C	VII	184153	185394	-	1242	36	41	56	33	12
YGL166W	VII	191129	191806	+	678	1080	1298	1120	2905	1166
YGL104C	VII	308713	310173	-	1461	1122	1895	841	3691	1708
YGR149W	VII	789031	790329	+	1299	1998	2308	1080	5862	2338
YGR195W	VII	888882	889622	+	741	756	958	982	2547	1550
tG(GCC)G2	VII	930953	931023	-	71	95	48	56	35	71
YGR250C	VII	991176	993521	-	2346	8171	14468	6419	45265	8098
YGL155W	VII	214081	215211	+	1131	1115	1598	1431	3686	2485
YGL216W	VII	84885	87302	+	2418	652	778	706	2343	1293
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	3093	2883	3296	6215	3125
YGL125W	VII	272520	274322	+	1803	2535	2286	2701	9898	5133
YGR038W	VII	560682	561350	+	669	1428	2038	1367	3368	2116
YGR008C	VII	508110	508364	-	255	96111	72563	45739	160480	80119
YGR248W	VII	985972	986739	+	768	836	907	312	8138	2625
YGL094C	VII	331118	334465	-	3348	1402	1817	1334	3807	1896
YGR131W	VII	754726	755250	+	525	631	351	439	998	568
YGR163W	VII	827552	828577	+	1026	1167	1562	1119	4346	2111
YGR125W	VII	742325	745435	+	3111	2519	2523	1996	5458	2668
YGR279C	VII	1048798	1049958	-	1161	11701	12016	10947	28015	14220
YGL022W	VII	452404	454560	+	2157	10128	11791	9593	20678	10545
tD(GUC)G2	VII	544577	544648	-	72	131	93	112	87	79
YGR271W	VII	1031791	1037694	+	5904	1560	1997	1388	3966	1765
YGL025C	VII	448764	449957	-	1194	630	823	792	2443	1345
YGL176C	VII	171415	173079	-	1665	682	732	701	1665	935
YGR031W	VII	546441	547469	+	1029	459	529	537	2209	1074
YGL102C	VII	311505	311933	-	429	74	56	62	29	24
YGR182C	VII	858551	858904	-	354	6616	2925	4347	8306	3780
YGR025W	VII	532639	532941	+	303	369	408	229	375	262
YGL113W	VII	295932	297938	+	2007	448	716	502	984	647
YGR188C	VII	872044	875109	-	3066	2550	2327	2895	2559	2246
YGL162W	VII	198138	199037	+	900	463	590	774	795	592
YGL084C	VII	350616	352298	-	1683	3305	4188	2849	6464	3619
snR10	VII	345986	346230	+	245	239	193	226	226	303
YGL196W	VII	129883	131169	+	1287	1375	1711	1415	3491	1659
RME3	VII	33109	35013	-	1905	619	424	626	864	568
YGR230W	VII	951894	952307	+	414	1090	451	691	1998	873
YGR084C	VII	647123	648142	-	1020	870	948	676	2687	1381
YGL222C	VII	80659	81186	-	528	582	732	539	1861	1424
YGR166W	VII	830515	832197	+	1683	696	963	670	1583	844
YGR122C-A	VII	735630	735758	-	129	302	225	312	448	187
YGR152C	VII	794674	795492	-	819	349	514	399	1607	683
YGL210W	VII	93792	94460	+	669	776	1180	981	3871	1946
YGR265W	VII	1021648	1022058	+	411	0	0	0	0	0
YGR157W	VII	802440	805049	+	2610	12153	11304	7014	33726	13877
YGL240W	VII	48613	49365	+	753	65	186	98	286	171
YGR085C	VII	648383	648907	-	525	9076	8177	12313	24152	13358
YGR237C	VII	963298	965655	-	2358	1203	1436	946	4527	2428
YGL146C	VII	228751	229686	-	936	88	117	78	338	210
YGL153W	VII	216273	217298	+	1026	801	1084	803	3481	1758
YGR075C	VII	636147	636875	-	729	552	525	580	1168	708
tT(UGU)G2	VII	1004216	1004287	+	72	1	4	0	2	8
YGL169W	VII	186059	187339	+	1281	496	695	700	1078	837
YGR187C	VII	870232	871416	-	1185	1041	878	1135	1784	1086
YGL167C	VII	187616	190468	-	2853	8032	9595	6843	11057	5619
YGR050C	VII	592086	592442	-	357	4418	2332	2893	4422	2152
YGR035W-A	VII	557565	557786	+	222	0	0	2	4	0
YGR217W	VII	924696	930815	+	6120	1083	1157	889	1873	1011
YGR068C	VII	625324	627084	-	1761	420	621	380	1670	1151
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	5	9	2	15	2
YGR177C	VII	848829	850436	-	1608	321	282	220	972	433
YGL068W	VII	375087	375671	+	585	3721	3941	4009	8861	5743
tN(GUU)G	VII	731137	731210	+	74	4	8	7	10	9
YGL018C	VII	459110	459664	-	555	370	690	496	1640	879
